,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: flythrugate_ppo_v2_2023-01-22,2048,0.66394,1024.0,2,-50368.391712,-68487.207802,-32249.575622,18118.81609,0
1,exp_name: flythrugate_ppo_v2_2023-01-22,4096,0.671414,1024.0,2,-76608.298898,-145857.93546,-7358.662337,69249.636561,1
2,exp_name: flythrugate_ppo_v2_2023-01-22,6144,0.648245,1024.0,2,-28419.964157,-29408.845815,-27431.0825,988.881658,2
3,exp_name: flythrugate_ppo_v2_2023-01-22,8192,0.614918,1024.0,2,-178537.795225,-202633.207784,-154442.382667,24095.412558,3
4,exp_name: flythrugate_ppo_v2_2023-01-22,10240,0.673259,1024.0,2,-100905.749271,-181140.150733,-20671.347808,80234.401463,4
0,exp_name: flythrugate_ppo_v2_2023-01-22,12288,0.71082,1024.0,2,-8990.888152,-11391.353416,-6590.422889,2400.465263,5
1,exp_name: flythrugate_ppo_v2_2023-01-22,14336,0.65501,1024.0,2,-110624.679537,-152586.331171,-68663.027904,41961.651633,6
2,exp_name: flythrugate_ppo_v2_2023-01-22,16384,0.67705,1024.0,2,-10749.58185,-12043.016596,-9456.147104,1293.434746,7
3,exp_name: flythrugate_ppo_v2_2023-01-22,18432,0.64116,1024.0,2,-11819.374754,-12443.701474,-11195.048034,624.32672,8
4,exp_name: flythrugate_ppo_v2_2023-01-22,20480,0.672052,1024.0,2,-10217.618999,-10845.070635,-9590.167362,627.451637,9
0,exp_name: flythrugate_ppo_v2_2023-01-22,22528,0.624279,1024.0,2,-13187.483861,-13462.675487,-12912.292235,275.191626,10
1,exp_name: flythrugate_ppo_v2_2023-01-22,24576,0.645015,1024.0,2,-11807.501033,-12993.716054,-10621.286011,1186.215021,11
2,exp_name: flythrugate_ppo_v2_2023-01-22,26624,0.628909,1024.0,2,-13003.059474,-14079.413923,-11926.705026,1076.354449,12
3,exp_name: flythrugate_ppo_v2_2023-01-22,28672,0.629192,1024.0,2,-12572.502476,-13577.874429,-11567.130522,1005.371954,13
4,exp_name: flythrugate_ppo_v2_2023-01-22,30720,0.67025,1024.0,2,-11282.736994,-11698.558771,-10866.915216,415.821777,14
0,exp_name: flythrugate_ppo_v2_2023-01-22,32768,0.622143,1024.0,2,-20104.602501,-29036.953628,-11172.251374,8932.351127,15
1,exp_name: flythrugate_ppo_v2_2023-01-22,34816,0.654402,1024.0,2,-12133.701028,-12315.978475,-11951.423582,182.277447,16
2,exp_name: flythrugate_ppo_v2_2023-01-22,36864,0.628728,1024.0,2,-12178.413743,-13387.380968,-10969.446518,1208.967225,17
3,exp_name: flythrugate_ppo_v2_2023-01-22,38912,0.66189,1024.0,2,-13392.65846,-14396.87921,-12388.43771,1004.22075,18
4,exp_name: flythrugate_ppo_v2_2023-01-22,40960,0.660607,1024.0,2,-10290.772333,-11721.098805,-8860.445862,1430.326472,19
0,exp_name: flythrugate_ppo_v2_2023-01-22,43008,0.642513,1024.0,2,-12163.811225,-12217.161356,-12110.461094,53.350131,20
1,exp_name: flythrugate_ppo_v2_2023-01-22,45056,0.643319,1024.0,2,-11418.489111,-12397.605686,-10439.372537,979.116575,21
2,exp_name: flythrugate_ppo_v2_2023-01-22,47104,0.646716,1024.0,2,-11021.602582,-11199.315282,-10843.889883,177.712699,22
